human: 3713
ENSG00000131591
ENSG00000180209
ENSG00000205642
ENSG00000114686
ENSG00000223569
ENSG00000187144
ENSG00000188011
ENSG00000136918
ENSG00000213859
ENSG00000184254
ENSG00000238942
ENSG00000126838
ENSG00000113811
ENSG00000164125
ENSG00000171763
ENSG00000157680
ENSG00000184792
ENSG00000143793
ENSG00000130600 
ENSG00000163453
ENSG00000111670
ENSG00000166592
ENSG00000198860
ENSG00000157077
ENSG00000109065
ENSG00000189190
ENSG00000005483
ENSG00000253767
ENSG00000159884
ENSG00000179528
ENSG00000100311
ENSG00000124134
ENSG00000061938
ENSG00000110975
ENSG00000135829
ENSG00000257949
ENSG00000197702
ENSG00000107968
ENSG00000083845
ENSG00000120875
ENSG00000142875
ENSG00000263956
ENSG00000164451
ENSG00000167981
ENSG00000196150
ENSG00000177830
ENSG00000176809
ENSG00000168710
ENSG00000123159
ENSG00000175592
ENSG00000187922
ENSG00000123901
ENSG00000101544
ENSG00000105717
ENSG00000187080
ENSG00000147789
ENSG00000166949
ENSG00000147883
ENSG00000169696
ENSG00000198833
ENSG00000136718
ENSG00000113758
ENSG00000138316
ENSG00000138769
ENSG00000153317
ENSG00000065615
ENSG00000169288
ENSG00000143365
ENSG00000111642
ENSG00000015520
ENSG00000101665
ENSG00000083807
ENSG00000115289
ENSG00000237575
ENSG00000206535
ENSG00000008394
ENSG00000275903
ENSG00000175984
ENSG00000163877
ENSG00000188559
ENSG00000012223
ENSG00000213088
ENSG00000186814
ENSG00000172289
ENSG00000135111
ENSG00000170471
ENSG00000145626
ENSG00000120837
ENSG00000176659
ENSG00000179941
ENSG00000197406
ENSG00000161243
ENSG00000130513
ENSG00000105443
ENSG00000120733
ENSG00000155256
ENSG00000184571
ENSG00000254122
ENSG00000189410
ENSG00000196465
ENSG00000164175
ENSG00000104537
ENSG00000163254
ENSG00000178913
ENSG00000188536
ENSG00000113597
ENSG00000162923
ENSG00000134186
ENSG00000118961
ENSG00000105732
ENSG00000147475
ENSG00000132639
ENSG00000280799
ENSG00000072401
ENSG00000188573
ENSG00000103175
ENSG00000198874
ENSG00000182768
ENSG00000106617
ENSG00000112379
ENSG00000139133
ENSG00000124587
ENSG00000162129
ENSG00000136141
ENSG00000106069
ENSG00000006118
ENSG00000064999
ENSG00000160972
ENSG00000135249
ENSG00000136527 
ENSG00000105993
ENSG00000081913
ENSG00000015479
ENSG00000187123
ENSG00000161835
ENSG00000120885
ENSG00000132692
ENSG00000153029
ENSG00000169994
ENSG00000138767
ENSG00000188157
ENSG00000140873
ENSG00000144199
ENSG00000101333
ENSG00000184979
ENSG00000113013 
ENSG00000284874
ENSG00000139218
ENSG00000140279
ENSG00000167384
ENSG00000170892
ENSG00000151881
ENSG00000033122
ENSG00000135900
ENSG00000130402
ENSG00000112667
ENSG00000128228
ENSG00000180801
ENSG00000099812
ENSG00000090776
ENSG00000184277 
ENSG00000179603
ENSG00000082293
ENSG00000108669
ENSG00000188372
ENSG00000100104
ENSG00000099251
ENSG00000225217
ENSG00000115252
ENSG00000134755
ENSG00000171992
ENSG00000172269
ENSG00000105939
ENSG00000172236
ENSG00000171791
ENSG00000172081
ENSG00000021826
ENSG00000159173
ENSG00000087245
ENSG00000196821
ENSG00000196371
ENSG00000124875
ENSG00000163466
ENSG00000164880
ENSG00000103507
ENSG00000196104
ENSG00000166557
ENSG00000165672 
ENSG00000162664
ENSG00000173918
ENSG00000271303
ENSG00000105516
ENSG00000137764
ENSG00000108839
ENSG00000171124
ENSG00000118960
ENSG00000112335
ENSG00000128422
ENSG00000122025
ENSG00000183496
ENSG00000021574
ENSG00000144227
ENSG00000047056
ENSG00000128591
ENSG00000251297
ENSG00000145375
ENSG00000141665
ENSG00000213512
ENSG00000145147
ENSG00000055044 
ENSG00000242732
ENSG00000232859
ENSG00000047365
ENSG00000173369
ENSG00000115386
ENSG00000154642
ENSG00000066084
ENSG00000131730
ENSG00000113504
ENSG00000173334
ENSG00000143653
ENSG00000278728
ENSG00000172020
ENSG00000204969
ENSG00000109193
ENSG00000165091
ENSG00000149761
ENSG00000121058
ENSG00000122566 
ENSG00000156218
ENSG00000156113
ENSG00000137409
ENSG00000153064
ENSG00000115221
ENSG00000085276
ENSG00000178363
ENSG00000139116
ENSG00000163273
ENSG00000125246
ENSG00000099869
ENSG00000103495
ENSG00000186854
ENSG00000177311
ENSG00000280529
ENSG00000147650
ENSG00000158195
ENSG00000204186
ENSG00000095397
ENSG00000119559
ENSG00000182944
ENSG00000132471
ENSG00000232081
ENSG00000129521
ENSG00000282960
ENSG00000106799
ENSG00000117543
ENSG00000184277
ENSG00000185347
ENSG00000175305
ENSG00000158296
ENSG00000002016
ENSG00000271425
ENSG00000137404
ENSG00000279301
ENSG00000159352
ENSG00000213930
ENSG00000181788
ENSG00000081154
ENSG00000148120 
ENSG00000088876
ENSG00000174485
ENSG00000244754
ENSG00000158079
ENSG00000197471
ENSG00000104856
ENSG00000144445
ENSG00000143458
ENSG00000114439
ENSG00000215547
ENSG00000049759
ENSG00000110077
ENSG00000110958 
ENSG00000185532
ENSG00000273899
ENSG00000105379
ENSG00000140575
ENSG00000164385
ENSG00000020426
ENSG00000090565
ENSG00000101336
ENSG00000231887
ENSG00000089048
ENSG00000148835
ENSG00000273559
ENSG00000118655
ENSG00000254827
ENSG00000197024
ENSG00000181355
ENSG00000160746
ENSG00000140992
ENSG00000183615
ENSG00000115844
ENSG00000215864
ENSG00000136114
ENSG00000149633
ENSG00000205076
ENSG00000277626
ENSG00000197753
ENSG00000164077
ENSG00000243147
ENSG00000174453
ENSG00000163521
ENSG00000041353
ENSG00000135469
ENSG00000205213
ENSG00000091140
ENSG00000069849
ENSG00000079263
ENSG00000104524
ENSG00000275074
ENSG00000112297
ENSG00000136011
ENSG00000043591
ENSG00000175602
ENSG00000106554
ENSG00000132669
ENSG00000126391
ENSG00000115484 
ENSG00000180318
ENSG00000087053
ENSG00000117528
ENSG00000092847
ENSG00000120341
ENSG00000168924
ENSG00000189149
ENSG00000073756
ENSG00000156463
ENSG00000174744
ENSG00000086062
ENSG00000185567
ENSG00000114956
ENSG00000253731
ENSG00000135437
ENSG00000080822
ENSG00000177494
ENSG00000123572
ENSG00000001167
ENSG00000148082
ENSG00000149679
ENSG00000104903
ENSG00000124243
ENSG00000247077
ENSG00000181817
ENSG00000141448
ENSG00000107581
ENSG00000126777
ENSG00000104881
ENSG00000154328
ENSG00000144724
ENSG00000053254
ENSG00000150681
ENSG00000251369
ENSG00000006071
ENSG00000174099
ENSG00000167536
ENSG00000136144
ENSG00000170989
ENSG00000163156
ENSG00000146054
ENSG00000136231
ENSG00000100399
ENSG00000064687
ENSG00000145198
ENSG00000166340
ENSG00000171517
ENSG00000186334
ENSG00000087903
ENSG00000197555
ENSG00000105767
ENSG00000137812
ENSG00000020577
ENSG00000169933
ENSG00000169760
ENSG00000140688
ENSG00000134909
ENSG00000262943
ENSG00000117228
ENSG00000151632
ENSG00000185585
ENSG00000275572
ENSG00000151461
ENSG00000138759
ENSG00000116962
ENSG00000172339
ENSG00000206579
ENSG00000165583
ENSG00000111110
ENSG00000242265
ENSG00000236279
ENSG00000165156
ENSG00000128512
ENSG00000067646
ENSG00000157259
ENSG00000270629
ENSG00000114315
ENSG00000181804
ENSG00000157570
ENSG00000129673
ENSG00000123240
ENSG00000117461
ENSG00000257923
ENSG00000281300
ENSG00000153310
ENSG00000161654
ENSG00000184949
ENSG00000106397
ENSG00000171873
ENSG00000163820
ENSG00000137857
ENSG00000275713
ENSG00000158077
ENSG00000241852
ENSG00000163344
ENSG00000186790
ENSG00000002919
ENSG00000134802
ENSG00000133789
ENSG00000280757
ENSG00000272333
ENSG00000238244
ENSG00000170381
ENSG00000100221
ENSG00000189144
ENSG00000119514
ENSG00000170458
ENSG00000141447
ENSG00000204952
ENSG00000088256
ENSG00000070019
ENSG00000167701
ENSG00000160282
ENSG00000131374
ENSG00000105974
ENSG00000165029
ENSG00000198435
ENSG00000143195
ENSG00000211850
ENSG00000188677
ENSG00000168658
ENSG00000161544
ENSG00000089127
ENSG00000115419
ENSG00000137802
ENSG00000160570 
ENSG00000025770
ENSG00000176928
ENSG00000188092
ENSG00000053438
ENSG00000141837
ENSG00000140264
ENSG00000069667
ENSG00000108375
ENSG00000143933
ENSG00000153060
ENSG00000187783
ENSG00000108788
ENSG00000162654
ENSG00000143303
ENSG00000109971 
ENSG00000174839
ENSG00000196083
ENSG00000143819
ENSG00000065000
ENSG00000213694
ENSG00000005844
ENSG00000211448
ENSG00000166860
ENSG00000085832
ENSG00000152953
ENSG00000122512
ENSG00000169902
ENSG00000185972
ENSG00000185085
ENSG00000230989
ENSG00000180530
ENSG00000187626
ENSG00000056586
ENSG00000182185
ENSG00000271147
ENSG00000007384
ENSG00000106603
ENSG00000166170
ENSG00000114767
ENSG00000183791
ENSG00000196639
ENSG00000171729
ENSG00000239697
ENSG00000125249
ENSG00000165807
ENSG00000178104
ENSG00000169955
ENSG00000133640
ENSG00000198589
ENSG00000138030
ENSG00000110848
ENSG00000181016
ENSG00000132259
ENSG00000167195
ENSG00000125970
ENSG00000249087
ENSG00000115866
ENSG00000196187
ENSG00000130349
ENSG00000143842
ENSG00000126214
ENSG00000171453
ENSG00000167216
ENSG00000159217
ENSG00000112701
ENSG00000147573
ENSG00000167755
ENSG00000184304
ENSG00000100211
ENSG00000100097
ENSG00000275785
ENSG00000143776
ENSG00000156469
ENSG00000104549
ENSG00000242419
ENSG00000117226
ENSG00000261934
ENSG00000056487
ENSG00000167508
ENSG00000013503
ENSG00000196961
ENSG00000100031
ENSG00000180481
ENSG00000198908
ENSG00000121895
ENSG00000164068
ENSG00000117758
ENSG00000146278
ENSG00000110066
ENSG00000102100
ENSG00000064225
ENSG00000152595
ENSG00000164929
ENSG00000225201
ENSG00000178252
ENSG00000154040
ENSG00000135503
ENSG00000258817
ENSG00000164463
ENSG00000114646
ENSG00000150991
ENSG00000185499
ENSG00000144711
ENSG00000101104
ENSG00000171722
ENSG00000134744
ENSG00000140795
ENSG00000249992
ENSG00000166439
ENSG00000186834
ENSG00000029534
ENSG00000170921
ENSG00000156171
ENSG00000185013
ENSG00000131914
ENSG00000196705
ENSG00000156222
ENSG00000170522
ENSG00000119917
ENSG00000117525
ENSG00000166341
ENSG00000157212
ENSG00000175471
ENSG00000130164
ENSG00000106366
ENSG00000107819
ENSG00000147003
ENSG00000119408
ENSG00000137942
ENSG00000163734
ENSG00000169718
ENSG00000132164
ENSG00000151376
ENSG00000151612
ENSG00000149823
ENSG00000127328
ENSG00000196747
ENSG00000100412 
ENSG00000151718
ENSG00000184677
ENSG00000130479
ENSG00000179055
ENSG00000104808
ENSG00000065809
ENSG00000143845
ENSG00000092531 
ENSG00000181396
ENSG00000153551
ENSG00000168631
ENSG00000074755
ENSG00000164031
ENSG00000166947
ENSG00000188558
ENSG00000107249
ENSG00000165959
ENSG00000164287
ENSG00000070081
ENSG00000168411
ENSG00000244687
ENSG00000188886
ENSG00000160200
ENSG00000276043
ENSG00000144063
ENSG00000124171
ENSG00000076108
ENSG00000151422
ENSG00000125637
ENSG00000276870
ENSG00000214562
ENSG00000115041
ENSG00000138061
ENSG00000175416
ENSG00000125430
ENSG00000105792
ENSG00000105996
ENSG00000128283
ENSG00000278519
ENSG00000154118
ENSG00000146839
ENSG00000274744
ENSG00000135625
ENSG00000175893
ENSG00000118046
ENSG00000165572
ENSG00000140157
ENSG00000175121
ENSG00000181031
ENSG00000105227
ENSG00000197872
ENSG00000114738
ENSG00000165105
ENSG00000162892
ENSG00000115648
ENSG00000150281
ENSG00000205336
ENSG00000124177 
ENSG00000150347
ENSG00000163946
ENSG00000177697
ENSG00000115392
ENSG00000173406
ENSG00000171045
ENSG00000026103
ENSG00000141232
ENSG00000146477
ENSG00000070269
ENSG00000130656
ENSG00000176225
ENSG00000125618
ENSG00000182621
ENSG00000114757
ENSG00000125817
ENSG00000168288
ENSG00000157330
ENSG00000120896
ENSG00000089775
ENSG00000170160
ENSG00000128645
ENSG00000002746
ENSG00000117174
ENSG00000225855
ENSG00000169241
ENSG00000130675
ENSG00000170310
ENSG00000162702
ENSG00000121390
ENSG00000062716
ENSG00000197721
ENSG00000132906
ENSG00000136697
ENSG00000142609
ENSG00000177464
ENSG00000132773
ENSG00000123610
ENSG00000166359
ENSG00000136942
ENSG00000117215
ENSG00000168765
ENSG00000198054
ENSG00000151967
ENSG00000167306
ENSG00000166250
ENSG00000176473
ENSG00000198929
ENSG00000125966
ENSG00000112029
ENSG00000025039
ENSG00000185515
ENSG00000177688
ENSG00000180096
ENSG00000139318
ENSG00000143321
ENSG00000154263
ENSG00000087301
ENSG00000157985
ENSG00000121671
ENSG00000125676
ENSG00000273514
ENSG00000103510
ENSG00000233237
ENSG00000136717
ENSG00000137941
ENSG00000197279
ENSG00000107890
ENSG00000115825
ENSG00000134046
ENSG00000228883
ENSG00000196218
ENSG00000281766
ENSG00000122574
ENSG00000124721
ENSG00000123562 
ENSG00000116754
ENSG00000164574
ENSG00000145990
ENSG00000133265
ENSG00000118482
ENSG00000159399
ENSG00000167608
ENSG00000162910
ENSG00000069399
ENSG00000152669
ENSG00000059915
ENSG00000113356
ENSG00000112062
ENSG00000160075
ENSG00000125505
ENSG00000033170
ENSG00000102683
ENSG00000122550
ENSG00000273802
ENSG00000136108
ENSG00000169499
ENSG00000147223
ENSG00000105771
ENSG00000149182
ENSG00000092140
ENSG00000116809
ENSG00000179580
ENSG00000197558
ENSG00000069188
ENSG00000270882
ENSG00000172000
ENSG00000198573
ENSG00000100749
ENSG00000130702
ENSG00000147027
ENSG00000153094
ENSG00000129351
ENSG00000142583
ENSG00000134278
ENSG00000138768
ENSG00000243364
ENSG00000109189
ENSG00000147885
ENSG00000215424
ENSG00000073803
ENSG00000177613
ENSG00000182652
ENSG00000136235
ENSG00000118898
ENSG00000184155
ENSG00000274474
ENSG00000066230
ENSG00000163702
ENSG00000106261
ENSG00000087086
ENSG00000010818
ENSG00000215914
ENSG00000204839
ENSG00000096696
ENSG00000119865
ENSG00000263001
ENSG00000010219
ENSG00000140259
ENSG00000137124
ENSG00000054356
ENSG00000069696
ENSG00000111785
ENSG00000178031
ENSG00000135821
ENSG00000282013
ENSG00000165259
ENSG00000120254
ENSG00000071677
ENSG00000135842
ENSG00000096746
ENSG00000196900
ENSG00000188818
ENSG00000114423
ENSG00000235109
ENSG00000183674
ENSG00000159788
ENSG00000136021
ENSG00000068489
ENSG00000122965
ENSG00000166153
ENSG00000196653
ENSG00000142794
ENSG00000016082
ENSG00000143226
ENSG00000139173
ENSG00000242028 
ENSG00000173705
ENSG00000128928
ENSG00000105865
ENSG00000058404
ENSG00000160886
ENSG00000277775
ENSG00000168589
ENSG00000180061
ENSG00000158428
ENSG00000104897
ENSG00000173451
ENSG00000146233
ENSG00000132688
ENSG00000137486
ENSG00000152705
ENSG00000170653
ENSG00000092929
ENSG00000116874
ENSG00000180011
ENSG00000131981
ENSG00000203664
ENSG00000244234
ENSG00000090863
ENSG00000118690
ENSG00000144791
ENSG00000127743
ENSG00000184445
ENSG00000134259
ENSG00000111726
ENSG00000086061 
ENSG00000152270
ENSG00000152455
ENSG00000170832
ENSG00000177946
ENSG00000135218
ENSG00000176695
ENSG00000171316
ENSG00000197756
ENSG00000114744
ENSG00000182118
ENSG00000221869
ENSG00000101654
ENSG00000156413
ENSG00000109471
ENSG00000175265
ENSG00000090020
ENSG00000100422
ENSG00000137145
ENSG00000006534
ENSG00000130700
ENSG00000104447
ENSG00000070759
ENSG00000019549
ENSG00000149798
ENSG00000103187
ENSG00000113916
ENSG00000203799
ENSG00000091428
ENSG00000281398
ENSG00000133083
ENSG00000262576
ENSG00000110619
ENSG00000164256
ENSG00000063660
ENSG00000137831
ENSG00000170959
ENSG00000128016
ENSG00000234511
ENSG00000121898
ENSG00000204296
ENSG00000048707
ENSG00000218336
ENSG00000004700
ENSG00000217930
ENSG00000117632
ENSG00000156026
ENSG00000169876
ENSG00000104320
ENSG00000125868
ENSG00000134242
ENSG00000165046
ENSG00000176927
ENSG00000187837
ENSG00000182718
ENSG00000130193
ENSG00000108559 
ENSG00000189337
ENSG00000154310
ENSG00000162591
ENSG00000154447
ENSG00000106665
ENSG00000181035
ENSG00000102384
ENSG00000157800
ENSG00000144061
ENSG00000070748
ENSG00000253537
ENSG00000169129
ENSG00000121152
ENSG00000153802
ENSG00000140396
ENSG00000058335
ENSG00000153015
ENSG00000123200
ENSG00000138641
ENSG00000111452
ENSG00000183718
ENSG00000149488
ENSG00000179965
ENSG00000111266
ENSG00000141905
ENSG00000108639
ENSG00000170786
ENSG00000070087
ENSG00000139151
ENSG00000153201
ENSG00000196693
ENSG00000188760
ENSG00000154319
ENSG00000173744
ENSG00000135636
ENSG00000204406
ENSG00000104870
ENSG00000158406
ENSG00000177380
ENSG00000167874
ENSG00000260314
ENSG00000133619
ENSG00000109099
ENSG00000164111
ENSG00000075420
ENSG00000214097
ENSG00000146453
ENSG00000133739
ENSG00000109738
ENSG00000129116
ENSG00000160207
ENSG00000145703
ENSG00000118503
ENSG00000130538
ENSG00000256053
ENSG00000196498
ENSG00000230876
ENSG00000135776
ENSG00000067225
ENSG00000102753
ENSG00000173153
ENSG00000075213
ENSG00000182183
ENSG00000203814
ENSG00000185658
ENSG00000167476
ENSG00000019186
ENSG00000132518
ENSG00000023318
ENSG00000175175
ENSG00000156787
ENSG00000173530
ENSG00000142528
ENSG00000137821
ENSG00000036549
ENSG00000036257
ENSG00000107736
ENSG00000177679
ENSG00000204390 
ENSG00000120337
ENSG00000118454
ENSG00000143149
ENSG00000137642
ENSG00000081479
ENSG00000182263
ENSG00000141030
ENSG00000081041
ENSG00000105246
ENSG00000135740
ENSG00000135404
ENSG00000204991
ENSG00000149084
ENSG00000159388
ENSG00000104081
ENSG00000117643
ENSG00000107290
ENSG00000180316
ENSG00000130600
ENSG00000023330
ENSG00000096063
ENSG00000085662
ENSG00000122733
ENSG00000175054
ENSG00000162753
ENSG00000163762
ENSG00000141367
ENSG00000170537
ENSG00000285441
ENSG00000163638
ENSG00000157657
ENSG00000164061
ENSG00000182700 
ENSG00000135631
ENSG00000164118
ENSG00000164168
ENSG00000110876
ENSG00000180730
ENSG00000092978
ENSG00000112742
ENSG00000198604
ENSG00000147316
ENSG00000205930
ENSG00000145495
ENSG00000139687
ENSG00000075856
ENSG00000100604
ENSG00000134398
ENSG00000274808
ENSG00000101162
ENSG00000196236 
ENSG00000188312
ENSG00000136527
ENSG00000143278
ENSG00000168404
ENSG00000179913
ENSG00000174951
ENSG00000170632
ENSG00000009413
ENSG00000177476
ENSG00000126067
ENSG00000160685
ENSG00000105287
ENSG00000184194
ENSG00000157168
ENSG00000077097
ENSG00000031823
ENSG00000168938
ENSG00000134215
ENSG00000265972
ENSG00000178951
ENSG00000105989
ENSG00000088451
ENSG00000164794
ENSG00000173714
ENSG00000222038
ENSG00000143552
ENSG00000099308
ENSG00000143079
ENSG00000187147
ENSG00000235905
ENSG00000110237
ENSG00000115163
ENSG00000090432
ENSG00000153774
ENSG00000148459
ENSG00000157191
ENSG00000167646
ENSG00000186994
ENSG00000107864
ENSG00000152894
ENSG00000104812
ENSG00000186283
ENSG00000280755
ENSG00000175874
ENSG00000163106
ENSG00000112695
ENSG00000074590
ENSG00000188761
ENSG00000171180
ENSG00000284419
ENSG00000165416 
ENSG00000130559
ENSG00000106868
ENSG00000155962
ENSG00000107614 
ENSG00000088826
ENSG00000120329
ENSG00000115486
ENSG00000117410
ENSG00000169955 
ENSG00000183396
ENSG00000137959
ENSG00000206172
ENSG00000227500
ENSG00000137878
ENSG00000146776
ENSG00000138166
ENSG00000121931
ENSG00000173120
ENSG00000198846
ENSG00000171133
ENSG00000129244
ENSG00000114107
ENSG00000213366
ENSG00000099953
ENSG00000158856
ENSG00000179111
ENSG00000161040
ENSG00000005059
ENSG00000043514
ENSG00000148655
ENSG00000001461
ENSG00000163872
ENSG00000106400
ENSG00000149300
ENSG00000136450
ENSG00000101282
ENSG00000165181
ENSG00000176105
ENSG00000112242
ENSG00000163739
ENSG00000090006
ENSG00000203812
ENSG00000127481
ENSG00000145386
ENSG00000154358
ENSG00000165288
ENSG00000179091
ENSG00000188305
ENSG00000197362
ENSG00000205867
ENSG00000140332
ENSG00000165891
ENSG00000186001
ENSG00000148814
ENSG00000140030
ENSG00000108786
ENSG00000142599
ENSG00000169851
ENSG00000146416
ENSG00000175938
ENSG00000149792
ENSG00000119509
ENSG00000196878
ENSG00000197562
ENSG00000185352
ENSG00000187172
ENSG00000260325
ENSG00000221823
ENSG00000130023
ENSG00000105976
ENSG00000171840
ENSG00000273217
ENSG00000082074
ENSG00000125354
ENSG00000057663
ENSG00000172260
ENSG00000104497
ENSG00000164684
ENSG00000110851
ENSG00000054654
ENSG00000214274
ENSG00000137270
ENSG00000163286
ENSG00000125304
ENSG00000184619
ENSG00000113070
ENSG00000101680
ENSG00000166133
ENSG00000205670 
ENSG00000171444
ENSG00000139436
ENSG00000147454
ENSG00000143436
ENSG00000125741
ENSG00000197977
ENSG00000139163
ENSG00000170476
ENSG00000196668
ENSG00000124731
ENSG00000068903
ENSG00000133943
ENSG00000153130
ENSG00000140986
ENSG00000145495 
