vertebrate: 5486
ENSG00000119457
ENSG00000132376
ENSG00000132153
ENSG00000120675
ENSG00000000457
ENSG00000109084
ENSG00000119725
ENSG00000145604
ENSG00000145945
ENSG00000114988
ENSG00000175691
ENSG00000165506
ENSG00000171488
ENSG00000109927
ENSG00000169223
ENSG00000204392
ENSG00000061794
ENSG00000153721
ENSG00000081052
ENSG00000275111
ENSG00000114026
ENSG00000157350
ENSG00000136521
ENSG00000125944
ENSG00000133641
ENSG00000080503
ENSG00000165140
ENSG00000140382
ENSG00000003137
ENSG00000178394
ENSG00000166965
ENSG00000107443
ENSG00000157093
ENSG00000083535
ENSG00000157833
ENSG00000122034
ENSG00000112576
ENSG00000051825
ENSG00000099954
ENSG00000186907
ENSG00000186314
ENSG00000162695
ENSG00000122679
ENSG00000003056
ENSG00000062194
ENSG00000050555
ENSG00000117318
ENSG00000165621
ENSG00000074047
ENSG00000154124
ENSG00000152147
ENSG00000106780
ENSG00000174279
ENSG00000185115
ENSG00000111666
ENSG00000189182
ENSG00000153561
ENSG00000244005
ENSG00000172404
ENSG00000204569
ENSG00000118520
ENSG00000143207
ENSG00000164414
ENSG00000118900
ENSG00000175356
ENSG00000180053
ENSG00000177692
ENSG00000163312
ENSG00000135046
ENSG00000146733
ENSG00000105556
ENSG00000173267
ENSG00000148053
ENSG00000158813
ENSG00000157593
ENSG00000198796
ENSG00000100365
ENSG00000178372
ENSG00000160179
ENSG00000105514
ENSG00000153391
ENSG00000215126
ENSG00000100865
ENSG00000102038
ENSG00000167526
ENSG00000081087
ENSG00000153714
ENSG00000055147
ENSG00000122882
ENSG00000134982
ENSG00000162520
ENSG00000254093
ENSG00000106211
ENSG00000137776
ENSG00000179546
ENSG00000138755
ENSG00000198162
ENSG00000178188
ENSG00000104047
ENSG00000114790
ENSG00000120549
ENSG00000170348
ENSG00000256453
ENSG00000102104
ENSG00000166847
ENSG00000196975
ENSG00000185942
ENSG00000066557
ENSG00000174227
ENSG00000101442
ENSG00000125458
ENSG00000168263
ENSG00000178974
ENSG00000119139
ENSG00000132329
ENSG00000102904
ENSG00000147649
ENSG00000134748
ENSG00000088986
ENSG00000171033
ENSG00000134955
ENSG00000168137
ENSG00000114126
ENSG00000118402
ENSG00000187037
ENSG00000134308
ENSG00000258465
ENSG00000107159
ENSG00000184205
ENSG00000125733
ENSG00000128965
ENSG00000132016
ENSG00000148803
ENSG00000033100
ENSG00000148358
ENSG00000129197
ENSG00000065600
ENSG00000172878
ENSG00000118276
ENSG00000162951
ENSG00000104774
ENSG00000124098
ENSG00000104689
ENSG00000272325
ENSG00000076685
ENSG00000120913
ENSG00000155906
ENSG00000167904
ENSG00000102007
ENSG00000103035
ENSG00000097007
ENSG00000102974
ENSG00000142634
ENSG00000073910
ENSG00000213639
ENSG00000080298
ENSG00000104147
ENSG00000148384
ENSG00000094914
ENSG00000183844
ENSG00000106853
ENSG00000144935
ENSG00000074603
ENSG00000172197
ENSG00000160752
ENSG00000083812
ENSG00000010319
ENSG00000013293
ENSG00000182810
ENSG00000133027
ENSG00000171311
ENSG00000143162
ENSG00000167202
ENSG00000113327
ENSG00000135069
ENSG00000100393
ENSG00000133773
ENSG00000009724
ENSG00000121570
ENSG00000122482
ENSG00000140497
ENSG00000157500
ENSG00000144962
ENSG00000119912
ENSG00000144401
ENSG00000120158
ENSG00000205250
ENSG00000161526
ENSG00000169220
ENSG00000179988
ENSG00000174469
ENSG00000140534
ENSG00000147697
ENSG00000178235
ENSG00000187902
ENSG00000126882
ENSG00000131378
ENSG00000151353
ENSG00000154783
ENSG00000064545
ENSG00000175040
ENSG00000172426
ENSG00000176142
ENSG00000143486
ENSG00000100722
ENSG00000136068
ENSG00000074771
ENSG00000095637
ENSG00000241878
ENSG00000153786
ENSG00000122359
ENSG00000058262
ENSG00000108021
ENSG00000147439
ENSG00000026297
ENSG00000172554
ENSG00000206069
ENSG00000116824
ENSG00000100197
ENSG00000166889
ENSG00000059377
ENSG00000196730
ENSG00000113638
ENSG00000197345
ENSG00000140830
ENSG00000166272
ENSG00000100664
ENSG00000174428
ENSG00000122335
ENSG00000137462
ENSG00000004399
ENSG00000219545
ENSG00000278053
ENSG00000104904
ENSG00000110435
ENSG00000124209
ENSG00000174013
ENSG00000104133
ENSG00000137491
ENSG00000213918
ENSG00000260428
ENSG00000183401
ENSG00000183020
ENSG00000188730
ENSG00000167641
ENSG00000087263
ENSG00000119787
ENSG00000164151
ENSG00000168421
ENSG00000156875
ENSG00000162144
ENSG00000187094
ENSG00000108239
ENSG00000112902
ENSG00000179455
ENSG00000165152
ENSG00000162545
ENSG00000179021
ENSG00000100644
ENSG00000172992
ENSG00000213619
ENSG00000115884
ENSG00000166441
ENSG00000006576
ENSG00000175928
ENSG00000188425
ENSG00000184012
ENSG00000187098
ENSG00000011454
ENSG00000158473
ENSG00000106804
ENSG00000125457
ENSG00000072210
ENSG00000087269
ENSG00000164252
ENSG00000180376
ENSG00000121289
ENSG00000069018
ENSG00000144867
ENSG00000197181
ENSG00000132640
ENSG00000173914
ENSG00000163093
ENSG00000140307
ENSG00000133816
ENSG00000173890
ENSG00000110756
ENSG00000108829
ENSG00000000460
ENSG00000159377
ENSG00000125445
ENSG00000074800
ENSG00000163357
ENSG00000179943
ENSG00000169946
ENSG00000196290
ENSG00000180354
ENSG00000183617
ENSG00000158008
ENSG00000176371
ENSG00000180957
ENSG00000007402
ENSG00000129562
ENSG00000170748
ENSG00000157542
ENSG00000090661
ENSG00000164466
ENSG00000106948
ENSG00000147113
ENSG00000089009
ENSG00000143390
ENSG00000165533
ENSG00000152818
ENSG00000172031
ENSG00000149600
ENSG00000117616
ENSG00000179833
ENSG00000168843
ENSG00000103512
ENSG00000175229
ENSG00000266074
ENSG00000178105
ENSG00000101191
ENSG00000100138
ENSG00000164627
ENSG00000273749
ENSG00000185009
ENSG00000131480
ENSG00000169255
ENSG00000143512
ENSG00000110917
ENSG00000168393
ENSG00000178882
ENSG00000177301
ENSG00000110583
ENSG00000119929
ENSG00000166887
ENSG00000138668
ENSG00000100129
ENSG00000163382
ENSG00000139974
ENSG00000198369
ENSG00000164134
ENSG00000115128
ENSG00000150756
ENSG00000188529
ENSG00000172318
ENSG00000131469
ENSG00000081026
ENSG00000067334
ENSG00000206190
ENSG00000092148
ENSG00000067715
ENSG00000159086
ENSG00000159339
ENSG00000148840
ENSG00000170836
ENSG00000105245
ENSG00000182179
ENSG00000244476
ENSG00000132819
ENSG00000120699
ENSG00000180423
ENSG00000152684
ENSG00000269955
ENSG00000198919
ENSG00000186891
ENSG00000079482
ENSG00000160799
ENSG00000067560
ENSG00000079974
ENSG00000148660
ENSG00000134086
ENSG00000095209
ENSG00000151135
ENSG00000173141
ENSG00000058272
ENSG00000233927
ENSG00000079102
ENSG00000185344
ENSG00000119411
ENSG00000153944
ENSG00000205186
ENSG00000170035
ENSG00000139625
ENSG00000163121
ENSG00000196873
ENSG00000136891
ENSG00000138363
ENSG00000168140
ENSG00000163467
ENSG00000186469
ENSG00000021355
ENSG00000139767
ENSG00000165660
ENSG00000105726
ENSG00000114209
ENSG00000106012
ENSG00000042832
ENSG00000143126
ENSG00000101224
ENSG00000112367
ENSG00000172985
ENSG00000080709
ENSG00000132740
ENSG00000181698
ENSG00000131061
ENSG00000145687
ENSG00000204120
ENSG00000172572
ENSG00000110172
ENSG00000169679
ENSG00000119760
ENSG00000019144
ENSG00000015285
ENSG00000176463
ENSG00000051523
ENSG00000157343
ENSG00000131504
ENSG00000167264
ENSG00000180901
ENSG00000154102
ENSG00000099991
ENSG00000072657
ENSG00000132932
ENSG00000121297
ENSG00000167771
ENSG00000173114
ENSG00000130520
ENSG00000053328
ENSG00000063180
ENSG00000164683
ENSG00000112799
ENSG00000164615
ENSG00000164506
ENSG00000171714
ENSG00000116717
ENSG00000109572
ENSG00000004897
ENSG00000167588
ENSG00000174405
ENSG00000125484
ENSG00000158545
ENSG00000173852
ENSG00000113231
ENSG00000176160
ENSG00000077458
ENSG00000070610
ENSG00000125845
ENSG00000011132
ENSG00000126746
ENSG00000275464
ENSG00000145247
ENSG00000184163
ENSG00000283239
ENSG00000113073
ENSG00000159871
ENSG00000141582
ENSG00000179958
ENSG00000135362
ENSG00000106086
ENSG00000173436
ENSG00000198721
ENSG00000154767
ENSG00000075218
ENSG00000087302
ENSG00000167244
ENSG00000143393
ENSG00000249715
ENSG00000096070
ENSG00000168172
ENSG00000173418
ENSG00000117139
ENSG00000168952
ENSG00000183318
ENSG00000173588
ENSG00000137106
ENSG00000077327
ENSG00000171914
ENSG00000161249
ENSG00000241962
ENSG00000120696
ENSG00000151500
ENSG00000137463
ENSG00000099783
ENSG00000185619
ENSG00000142541
ENSG00000206538
ENSG00000219438
ENSG00000130558
ENSG00000166573
ENSG00000165023
ENSG00000146476
ENSG00000146809
ENSG00000196419
ENSG00000177463
ENSG00000106683
ENSG00000120063
ENSG00000123505
ENSG00000179630
ENSG00000198917
ENSG00000009765
ENSG00000143553
ENSG00000165055
ENSG00000113594
ENSG00000177602
ENSG00000159556
ENSG00000023608
ENSG00000136448
ENSG00000204851
ENSG00000068305
ENSG00000254535
ENSG00000175482
ENSG00000136425
ENSG00000125813
ENSG00000180992
ENSG00000134640
ENSG00000065485
ENSG00000154240
ENSG00000198759
ENSG00000029993
ENSG00000166090
ENSG00000065717
ENSG00000100266
ENSG00000099284
ENSG00000185668
ENSG00000101883
ENSG00000163687
ENSG00000116954
ENSG00000142512
ENSG00000117151
ENSG00000183230
ENSG00000095383
ENSG00000105143
ENSG00000204856
ENSG00000177058
ENSG00000101745
ENSG00000176979
ENSG00000101966
ENSG00000198015
ENSG00000123106
ENSG00000198873
ENSG00000134371
ENSG00000140538
ENSG00000136051
ENSG00000108395
ENSG00000156502
ENSG00000166263
ENSG00000167600
ENSG00000109736
ENSG00000118162
ENSG00000137806
ENSG00000118705
ENSG00000184007
ENSG00000124172
ENSG00000086205
ENSG00000116752
ENSG00000118298
ENSG00000172349
ENSG00000134780
ENSG00000111404
ENSG00000119812
ENSG00000154262
ENSG00000197386
ENSG00000178691
ENSG00000064787
ENSG00000166068
ENSG00000109686
ENSG00000134330
ENSG00000154736
ENSG00000109861
ENSG00000123444
ENSG00000116539
ENSG00000166171
ENSG00000175220
ENSG00000145781
ENSG00000146094
ENSG00000060558
ENSG00000131871
ENSG00000160908
ENSG00000187867
ENSG00000126562
ENSG00000101746
ENSG00000055917
ENSG00000138119
ENSG00000167985
ENSG00000165323
ENSG00000184786
ENSG00000256269
ENSG00000198576
ENSG00000150316
ENSG00000099901
ENSG00000130733
ENSG00000092345
ENSG00000166377
ENSG00000134480
ENSG00000116668
ENSG00000181027
ENSG00000139496
ENSG00000108064
ENSG00000076604
ENSG00000170545
ENSG00000107551
ENSG00000064726
ENSG00000167992
ENSG00000178917
ENSG00000168036
ENSG00000160867
ENSG00000053108
ENSG00000163064
ENSG00000134352
ENSG00000204390
ENSG00000129048
ENSG00000135902
ENSG00000173093
ENSG00000108439
ENSG00000171451
ENSG00000148935
ENSG00000136867
ENSG00000102575
ENSG00000171109
ENSG00000141434
ENSG00000119977
ENSG00000110330
ENSG00000116704
ENSG00000114391
ENSG00000223802
ENSG00000107882
ENSG00000151779
ENSG00000116731
ENSG00000147481
ENSG00000110651
ENSG00000089876
ENSG00000111364
ENSG00000125122
ENSG00000111907
ENSG00000182093
ENSG00000169583
ENSG00000036672
ENSG00000144229
ENSG00000154162
ENSG00000150455
ENSG00000270170
ENSG00000162714
ENSG00000169813
ENSG00000205208
ENSG00000006607
ENSG00000108826
ENSG00000198663
ENSG00000121742
ENSG00000104518
ENSG00000242715
ENSG00000198270
ENSG00000145833
ENSG00000143995
ENSG00000183060
ENSG00000122566
ENSG00000176204
ENSG00000178821
ENSG00000174607
ENSG00000135547
ENSG00000091164
ENSG00000150722
ENSG00000141469
ENSG00000136720
ENSG00000079257
ENSG00000092020
ENSG00000185432
ENSG00000180198
ENSG00000167377
ENSG00000198171
ENSG00000147119
ENSG00000124733
ENSG00000176407
ENSG00000127184
ENSG00000082701
ENSG00000140299
ENSG00000161057
ENSG00000131773
ENSG00000151572
ENSG00000146376
ENSG00000183530
ENSG00000198822
ENSG00000166598
ENSG00000152683
ENSG00000130830
ENSG00000092964
ENSG00000105676
ENSG00000119402
ENSG00000180999
ENSG00000139620
ENSG00000166387
ENSG00000138621
ENSG00000214941
ENSG00000115556
ENSG00000140854
ENSG00000107077
ENSG00000140474
ENSG00000164325
ENSG00000132600
ENSG00000197798
ENSG00000204084
ENSG00000064490
ENSG00000162063
ENSG00000136819
ENSG00000140943
ENSG00000140367
ENSG00000087365
ENSG00000139219
ENSG00000177917
ENSG00000169490
ENSG00000168259
ENSG00000164638
ENSG00000173482
ENSG00000077935
ENSG00000163378
ENSG00000184887
ENSG00000135972
ENSG00000165732
ENSG00000134779
ENSG00000155506
ENSG00000163359
ENSG00000168014
ENSG00000104980
ENSG00000089248
ENSG00000136709
ENSG00000004142
ENSG00000170633
ENSG00000143457
ENSG00000164128
ENSG00000124203
ENSG00000158014
ENSG00000070778
ENSG00000188997
ENSG00000062582
ENSG00000129317
ENSG00000011405
ENSG00000171552
ENSG00000148572
ENSG00000147536
ENSG00000088992
ENSG00000071967
ENSG00000196208
ENSG00000101115
ENSG00000118972
ENSG00000099246
ENSG00000111412
ENSG00000008869
ENSG00000197818
ENSG00000188820
ENSG00000013810
ENSG00000120899
ENSG00000221978
ENSG00000107164
ENSG00000136522
ENSG00000198561
ENSG00000074356
ENSG00000133114
ENSG00000170743
ENSG00000116497
ENSG00000074582
ENSG00000141527
ENSG00000185565
ENSG00000213928
ENSG00000164303
ENSG00000156831
ENSG00000198848
ENSG00000074964
ENSG00000081014
ENSG00000182168
ENSG00000132965
ENSG00000182923
ENSG00000122707
ENSG00000262304
ENSG00000174740
ENSG00000182103
ENSG00000050730
ENSG00000165209
ENSG00000156535
ENSG00000112339
ENSG00000185591
ENSG00000106819
ENSG00000242252
ENSG00000188878
ENSG00000049246
ENSG00000187860
ENSG00000147202
ENSG00000107789
ENSG00000149480
ENSG00000171790
ENSG00000130649
ENSG00000142330
ENSG00000166405
ENSG00000186952
ENSG00000076555
ENSG00000155875
ENSG00000171848
ENSG00000067177
ENSG00000147669
ENSG00000100888
ENSG00000108592
ENSG00000118322
ENSG00000105131
ENSG00000163393
ENSG00000164823
ENSG00000159387
ENSG00000114861
ENSG00000120798
ENSG00000260342
ENSG00000143107
ENSG00000172578
ENSG00000143799
ENSG00000177646
ENSG00000124766
ENSG00000177707
ENSG00000104960
ENSG00000084628
ENSG00000181192
ENSG00000163634
ENSG00000063322
ENSG00000134851
ENSG00000101457
ENSG00000161920
ENSG00000117500
ENSG00000182170
ENSG00000147604
ENSG00000158019
ENSG00000107745
ENSG00000118526
ENSG00000078674
ENSG00000108684
ENSG00000153930
ENSG00000013561
ENSG00000102738
ENSG00000012504
ENSG00000119718
ENSG00000144136
ENSG00000204613
ENSG00000173338
ENSG00000087087
ENSG00000108018
ENSG00000126883
ENSG00000125703
ENSG00000067836
ENSG00000186367
ENSG00000196182
ENSG00000168028
ENSG00000136869
ENSG00000176715
ENSG00000241553
ENSG00000128805
ENSG00000244752
ENSG00000162885
ENSG00000166275
ENSG00000188316
ENSG00000052841
ENSG00000101255
ENSG00000131373
ENSG00000067840
ENSG00000167447
ENSG00000152208
ENSG00000198246
ENSG00000163293
ENSG00000004777
ENSG00000196345
ENSG00000133195
ENSG00000112115
ENSG00000123338
ENSG00000146587
ENSG00000119392
ENSG00000166578
ENSG00000234224
ENSG00000183671
ENSG00000143815
ENSG00000073578
ENSG00000117533
ENSG00000003147
ENSG00000265590
ENSG00000141759
ENSG00000095485
ENSG00000181830
ENSG00000164062
ENSG00000184381
ENSG00000173250
ENSG00000175745
ENSG00000146243
ENSG00000154370
ENSG00000115109
ENSG00000090470
ENSG00000182481
ENSG00000016864
ENSG00000100564
ENSG00000110801
ENSG00000100726
ENSG00000157869
ENSG00000074935
ENSG00000110777
ENSG00000204574
ENSG00000196504
ENSG00000165171
ENSG00000122068
ENSG00000172724
ENSG00000160570
ENSG00000150990
ENSG00000139921
ENSG00000214944
ENSG00000255181
ENSG00000198783
ENSG00000213445
ENSG00000079335
ENSG00000101247
ENSG00000111783
ENSG00000138696
ENSG00000142694
ENSG00000125691
ENSG00000175294
ENSG00000136143
ENSG00000148175
ENSG00000181744
ENSG00000106829
ENSG00000089063
ENSG00000185278
ENSG00000146414
ENSG00000137955
ENSG00000114573
ENSG00000168092
ENSG00000059378
ENSG00000172869
ENSG00000144713
ENSG00000149932
ENSG00000182362
ENSG00000054267
ENSG00000073712
ENSG00000213218
ENSG00000143952
ENSG00000166012
ENSG00000077235
ENSG00000143036
ENSG00000162618
ENSG00000118432
ENSG00000164347
ENSG00000124713
ENSG00000070831
ENSG00000187775
ENSG00000171385
ENSG00000100650
ENSG00000176887
ENSG00000106100
ENSG00000145416
ENSG00000178175
ENSG00000181773
ENSG00000115183
ENSG00000146701
ENSG00000004864
ENSG00000128342
ENSG00000118873
ENSG00000111790
ENSG00000134531
ENSG00000164830
ENSG00000108231
ENSG00000138764
ENSG00000056972
ENSG00000103326
ENSG00000175197
ENSG00000104863
ENSG00000177105
ENSG00000170917
ENSG00000165630
ENSG00000135480
ENSG00000162624
ENSG00000075702
ENSG00000196344
ENSG00000178338
ENSG00000148300
ENSG00000136161
ENSG00000088726
ENSG00000138386
ENSG00000131016
ENSG00000130783
ENSG00000113643
ENSG00000149483
ENSG00000179148
ENSG00000117676
ENSG00000173486
ENSG00000115507
ENSG00000213782
ENSG00000153914
ENSG00000162191
ENSG00000112651
ENSG00000196363
ENSG00000197321
ENSG00000008130
ENSG00000002933
ENSG00000162494
ENSG00000137500
ENSG00000117862
ENSG00000213585
ENSG00000225663
ENSG00000099377
ENSG00000103121
ENSG00000196689
ENSG00000180440
ENSG00000164199
ENSG00000138433
ENSG00000188909
ENSG00000125629
ENSG00000197081
ENSG00000108384
ENSG00000059122
ENSG00000187954
ENSG00000140374
ENSG00000090861
ENSG00000142082
ENSG00000136682
ENSG00000089195
ENSG00000134453
ENSG00000164619
ENSG00000106692
ENSG00000130066
ENSG00000013441
ENSG00000148090
ENSG00000116350
ENSG00000066248
ENSG00000131725
ENSG00000198331
ENSG00000142700
ENSG00000161203
ENSG00000135333
ENSG00000151320
ENSG00000157404
ENSG00000146918
ENSG00000164885
ENSG00000169439
ENSG00000138069
ENSG00000117016
ENSG00000165066
ENSG00000101049
ENSG00000100372
ENSG00000171467
ENSG00000142655
ENSG00000156966
ENSG00000031003
ENSG00000211584
ENSG00000266412
ENSG00000119900
ENSG00000116209
ENSG00000180447
ENSG00000050405
ENSG00000104142
ENSG00000116711
ENSG00000175048
ENSG00000196260
ENSG00000162402
ENSG00000178075
ENSG00000124181
ENSG00000159166
ENSG00000129696
ENSG00000248167
ENSG00000189431
ENSG00000241973
ENSG00000140471
ENSG00000163285
ENSG00000149929
ENSG00000154928
ENSG00000156711
ENSG00000106803
ENSG00000189306
ENSG00000151498
ENSG00000188001
ENSG00000137693
ENSG00000100580
ENSG00000101986
ENSG00000211460
ENSG00000184661
ENSG00000196581
ENSG00000136197
ENSG00000175324
ENSG00000119650
ENSG00000008118
ENSG00000239388
ENSG00000130385
ENSG00000105894
ENSG00000149972
ENSG00000104892
ENSG00000144535
ENSG00000171885
ENSG00000153820
ENSG00000163840
ENSG00000104177
ENSG00000140326
ENSG00000120129
ENSG00000148498
ENSG00000162896
ENSG00000152763
ENSG00000117707
ENSG00000111540
ENSG00000160209
ENSG00000184708
ENSG00000123352
ENSG00000048162
ENSG00000186625
ENSG00000112851
ENSG00000159216
ENSG00000161955
ENSG00000166848
ENSG00000136699
ENSG00000107738
ENSG00000078142
ENSG00000116747
ENSG00000131368
ENSG00000171819
ENSG00000132541
ENSG00000157445
ENSG00000078237
ENSG00000214415
ENSG00000122254
ENSG00000136518
ENSG00000065911
ENSG00000144021
ENSG00000267909
ENSG00000108733
ENSG00000101577
ENSG00000174059
ENSG00000138286
ENSG00000163815
ENSG00000070010
ENSG00000153107
ENSG00000213672
ENSG00000106991
ENSG00000138399
ENSG00000100884
ENSG00000134109
ENSG00000146085
ENSG00000146263
ENSG00000109846
ENSG00000010404
ENSG00000058085
ENSG00000100038
ENSG00000168216
ENSG00000166169
ENSG00000183134
ENSG00000151876
ENSG00000145293
ENSG00000240694
ENSG00000205302
ENSG00000170835
ENSG00000176915
ENSG00000253719
ENSG00000158106
ENSG00000176619
ENSG00000124783
ENSG00000148824
ENSG00000124164
ENSG00000185722
ENSG00000054598
ENSG00000112110
ENSG00000187833
ENSG00000105954
ENSG00000012660
ENSG00000123562
ENSG00000119707
ENSG00000162373
ENSG00000178971
ENSG00000112414
ENSG00000108582
ENSG00000141096
ENSG00000104267
ENSG00000184361
ENSG00000118997
ENSG00000145632
ENSG00000144161
ENSG00000141503
ENSG00000143373
ENSG00000204316
ENSG00000133454
ENSG00000070495
ENSG00000255150
ENSG00000013573
ENSG00000149346
ENSG00000109667
ENSG00000095015
ENSG00000143797
ENSG00000165678
ENSG00000142657
ENSG00000174448
ENSG00000144451
ENSG00000173662
ENSG00000105671
ENSG00000113369
ENSG00000154277
ENSG00000021645
ENSG00000273841
ENSG00000139053
ENSG00000165661
ENSG00000100345
ENSG00000067082
ENSG00000144659
ENSG00000143669
ENSG00000069248
ENSG00000101624
ENSG00000115008
ENSG00000185219
ENSG00000122085
ENSG00000140406
ENSG00000176624
ENSG00000065526
ENSG00000151067
ENSG00000073146
ENSG00000150760
ENSG00000085117
ENSG00000062725
ENSG00000161618
ENSG00000136877
ENSG00000180979
ENSG00000166343
ENSG00000099899
ENSG00000197114
ENSG00000075239
ENSG00000121440
ENSG00000143575
ENSG00000010361
ENSG00000133863
ENSG00000127922
ENSG00000168701
ENSG00000150627
ENSG00000178927
ENSG00000129484
ENSG00000126351
ENSG00000137073
ENSG00000168675
ENSG00000138760
ENSG00000240303
ENSG00000135720
ENSG00000184486
ENSG00000154997
ENSG00000184454
ENSG00000146038
ENSG00000120647
ENSG00000144218
ENSG00000126749
ENSG00000119487
ENSG00000271447
ENSG00000085365
ENSG00000101447
ENSG00000163939
ENSG00000170044
ENSG00000138400
ENSG00000149554
ENSG00000146555
ENSG00000176261
ENSG00000172456
ENSG00000198231
ENSG00000214753
ENSG00000042317
ENSG00000128908
ENSG00000104044
ENSG00000137868
ENSG00000110841
ENSG00000169609
ENSG00000144485
ENSG00000126003
ENSG00000196263
ENSG00000136371
ENSG00000188467
ENSG00000112599
ENSG00000173511
ENSG00000114270
ENSG00000105643
ENSG00000130811
ENSG00000160999
ENSG00000237172
ENSG00000109956
ENSG00000173262
ENSG00000087076
ENSG00000171798
ENSG00000144040
ENSG00000144366
ENSG00000156885
ENSG00000172209
ENSG00000169756
ENSG00000116191
ENSG00000136152
ENSG00000182985
ENSG00000147905
ENSG00000137492
ENSG00000188554
ENSG00000099904
ENSG00000113361
ENSG00000169714
ENSG00000215440
ENSG00000038532
ENSG00000125508
ENSG00000123453
ENSG00000159792
ENSG00000029153
ENSG00000113578
ENSG00000166575
ENSG00000162772
ENSG00000174695
ENSG00000185825
ENSG00000178750
ENSG00000139220
ENSG00000256537
ENSG00000163053
ENSG00000196652
ENSG00000196262
ENSG00000170276
ENSG00000005100
ENSG00000149136
ENSG00000008311
ENSG00000171530
ENSG00000183826
ENSG00000276612
ENSG00000143889
ENSG00000174442
ENSG00000166348
ENSG00000182827
ENSG00000072201
ENSG00000136535
ENSG00000120860
ENSG00000124831
ENSG00000178573
ENSG00000135472
ENSG00000110074
ENSG00000203747
ENSG00000213139
ENSG00000166558
ENSG00000105642
ENSG00000160613
ENSG00000181610
ENSG00000152128
ENSG00000175455
ENSG00000183475
ENSG00000150471
ENSG00000111321
ENSG00000172340
ENSG00000092969
ENSG00000176402
ENSG00000162869
ENSG00000120889
ENSG00000167258
ENSG00000149187
ENSG00000138385
ENSG00000115207
ENSG00000182667
ENSG00000152954
ENSG00000180357
ENSG00000172159
ENSG00000123358
ENSG00000067704
ENSG00000125877
ENSG00000125630
ENSG00000154258
ENSG00000128791
ENSG00000130305
ENSG00000265354
ENSG00000204599
ENSG00000110931
ENSG00000139505
ENSG00000054392
ENSG00000159110
ENSG00000108255
ENSG00000092529
ENSG00000112425
ENSG00000027697
ENSG00000196517
ENSG00000099992
ENSG00000100599
ENSG00000103544
ENSG00000101353
ENSG00000149403
ENSG00000099381
ENSG00000187800
ENSG00000160058
ENSG00000141258
ENSG00000183813
ENSG00000160087
ENSG00000111237
ENSG00000198795
ENSG00000170448
ENSG00000100280
ENSG00000083635
ENSG00000136574
ENSG00000163577
ENSG00000006007
ENSG00000100314
ENSG00000106723
ENSG00000114021
ENSG00000176907
ENSG00000170915
ENSG00000137496
ENSG00000139793
ENSG00000196367
ENSG00000135451
ENSG00000092470
ENSG00000058063
ENSG00000185189
ENSG00000269964
ENSG00000116473
ENSG00000158850
ENSG00000163539
ENSG00000198947
ENSG00000105619
ENSG00000197111
ENSG00000151090
ENSG00000125848
ENSG00000104695
ENSG00000215305
ENSG00000149179
ENSG00000109220
ENSG00000170430
ENSG00000099940
ENSG00000170909
ENSG00000187806
ENSG00000108799
ENSG00000182919
ENSG00000110042
ENSG00000175164
ENSG00000139567
