 	Slco1a6
 	BC026585
 	Wdr11
 	Cdon
 	Fer1l5
 	Tnik
 	Ifitm7
 	B3gnt7
 	Gm21276
 	Slc2a12
 	Adamts6
 	Pnpt1
 	Klhl6
 	Sh2b2
 	Gabrg2
 	Hif1a
 	Pacsin1
 	Reep3
 	Gm6634
 	Col2a1
 	4930539C22Rik
 	Gata4
 	Matn1
 	Gm19757
 	Mbip
 	G530011O06Rik
 	Gpr126
 	Rag2
 	Actr3
 	1190002N15Rik
 	Flnb
 	Zfp661
 	Tm4sf5
 	Cenph
 	Ywhag
 	Gpr37
 	4930452G13Rik
 	Sorcs1
 	Rad23b
 	Uchl1
 	Abca14
 	AI606473
 	Rassf10
 	Immp2l
 	Sh2d4b
 	Lgi1
 	Il6st
 	Nrp1
 	BC061237
 	Arg1
 	AI593442
 	Gm20751
 	Zbtb46
 	Actl7b
 	Ano5
 	Eci2
 	Mir378b
 	Cdc5l
 	St6galnac3
 	Pipox
 	Pglyrp3
 	Nid2
 	Krtcap2
 	Havcr2
 	Scn11a
 	Sema4b
 	Zfp791
 	Tox3
 	Gm20268
 	Kcnip2
 	Memo1
 	Etaa1
 	Gpr158
 	Cdh2
 	Tenm4
 	Ankrd55
 	Mta3
 	Ctbs
 	Aifm3
 	1500011B03Rik
 	Fnd3c2
 	Ralyl
 	Top1
 	Ldhal6b
 	Kdr
 	Tnpo1
 	Ankrd42
 	1810010D01Rik
 	G630055G22Rik
 	Mir3067
 	Maf
 	Celf2
 	Nudc
 	Zfp354a
 	Ptpn1
 	Eogt
 	Nup210
 	Ccdc171
 	Gal3st3
 	Pex14
 	Tex36
 	Dnajc7
 	Dync2li1
 	Pla2g16
 	Lctl
 	Naa30
 	Cux2
 	Zdhhc14
 	Olfr622
 	Pcnxl4
 	Zfp608
 	Pla2g4a
 	Adam6a
 	Gatad2b
 	AA619741
 	Grik3
 	Trat1
 	Xylt1
 	Nfe2l2
 	Klhdc2
 	Nsg1
 	4930596D02Rik
 	Nr4a1
 	Neurog2
 	Vgll3
 	Tacc3
 	Rfx1
 	Mir5133
 	Gm20815
 	Nkain1
 	Tcp10c
 	Scn7a
 	4930442J19Rik
 	Slc26a4
 	5830454E08Rik
 	Tcp10b
 	Ppp1r12a
 	Ajap1
 	Ssr1
 	Mir383
 	Astn2
 	Vps13a
 	Nbeal1
 	Htr2a
 	4932411E22Rik
 	Slc12a5
 	Pdgfra
 	Surf6
 	Wbp1l
 	Gm5136
 	Sox11
 	Nr2e3
 	Mef2a
 	Cntnap5a
 	BC004004
 	Mycbp2
 	4930579G24Rik
 	Afap1
 	Neurod6
 	9930014A18Rik
 	Ccdc108
 	Prelid2
 	1500009L16Rik
 	1700011H14Rik
 	9430076G02Rik
 	Panx1
 	Dnajc19
 	Tmeff2
 	Tfpi2
 	Nsmf
 	Phyhipl
 	Mlxip
 	4933406K04Rik
 	Tnip3
 	Sox14
 	D130020L05Rik
 	Zdhhc22
 	Dmrta2
 	Gm11602
 	Qsox2
 	Zfp667
 	Rps27l
 	Otud4
 	Papola
 	4930480M12Rik
 	Tas2r134
 	Msantd1
 	Smndc1
 	Zfp389
 	Pced1a
 	Acap2
 	Fez1
 	C630020P19Rik
 	6030443J06Rik
 	Pus7l
 	Spata6
 	Grm7
 	Jakmip1
 	Gm5347
 	Ccdc15
 	Wdr5
 	Kif15
 	4930428E07Rik
 	Slco3a1
 	Gm10818
 	Arntl2
 	4930505G20Rik
 	Pax1
 	Lhx4
 	Sox5
 	Nptx2
 	Mthfs
 	Arhgef10l
 	Siglech
 	Emp1
 	Mir695
 	Lcp2
 	Rala
 	Kif6
 	Map3k7
 	A330050B17Rik
 	Eif5a
 	Rpl7
 	8430422H06Rik
 	Serpinb6b
 	Mir344d-1
 	Gm4981
 	Ttc29
 	Lgals8
 	Fendrr
 	Gm6567
 	Tor4a
 	Ash1l
 	Sdc2
 	Lrrc8b
 	Mob3c
 	Tex10
 	Cntnap5c
 	Tmem211
 	Cpa4
 	Gabrb3
 	Dlgap1
 	Mrpl12
 	Solh
 	Snora64
 	1700042G15Rik
 	Vmn1r71
 	Gm5592
 	1700012D14Rik
 	Hist1h2bc
 	Erdr1
 	Rgs20
 	Ctnnbl1
 	Slc35g1
 	Lims1
 	4930548K13Rik
 	Sall3
 	Max
 	Fam78a
 	Npc1
 	Tle4
 	Ppcdc
 	Usp38
 	Mmp20
 	Isl2
 	Speer4d
 	4930543E12Rik
 	Mtfr2
 	Vmn2r111
 	Psmd14
 	Gm20826
 	Serpinb5
 	Mei4
 	AI839979
 	4922501C03Rik
 	Rsph6a
 	A530099J19Rik
 	Scgb2b3
 	Gm1943
 	Rgs8
 	Scx
 	Park2
 	Tfcp2l1
 	Ube2q2
 	9430023L20Rik
 	Vmn2r121
 	Gm9513
 	Cdh20
 	Cyp26a1
 	Ints12
 	Gm12718
 	Limk1
 	Mir221
 	Adra2a
 	Vmn2r83
 	Slfn10-ps
 	Chchd6
 	Ntm
 	Bmpr1b
 	Dpp10
 	Phactr4
 	Tab1
 	Cfl1
 	Tmtc2
 	Skor2
 	Gm8994
 	Rprl2
 	Gm20063
 	Dis3l2
 	Tank
 	Fam5c
 	BC048507
 	Vmn1r88
 	Mapt
 	Aspa
 	Zswim1
 	0610012H03Rik
 	4930563F08Rik
 	Catsperb
 	Lamc3
 	Lrfn5
 	Wbscr17
 	AI987944
 	5730507C01Rik
 	Fam43a
 	D930032P07Rik
 	Fam117b
