Oocyte
ensembl:ENSMUSG00000022574
ensembl:ENSMUSG00000000902
ensembl:ENSMUSG00000023330
ensembl:ENSMUSG00000024518
ensembl:ENSMUSG00000028199
ensembl:ENSMUSG00000047363
ensembl:ENSMUSG00000101334
ensembl:ENSMUSG00000036833
ensembl:ENSMUSG00000030409
ensembl:ENSMUSG00000097248
ensembl:ENSMUSG00000000305
ensembl:ENSMUSG00000039099
ensembl:ENSMUSG00000098758
ensembl:ENSMUSG00000037884
ensembl:ENSMUSG00000049013
ensembl:ENSMUSG00000031139
ensembl:ENSMUSG00000020333
ensembl:ENSMUSG00000035910
ensembl:ENSMUSG00000032727
ensembl:ENSMUSG00000039904
ensembl:ENSMUSG00000032691
ensembl:ENSMUSG00000035000
ensembl:ENSMUSG00000058656
ensembl:ENSMUSG00000028971
ensembl:ENSMUSG00000095384
ensembl:ENSMUSG00000061701
ensembl:ENSMUSG00000092847
ensembl:ENSMUSG00000031309
ensembl:ENSMUSG00000090035
ensembl:ENSMUSG00000036568
ensembl:ENSMUSG00000105912
ensembl:ENSMUSG00000078954
ensembl:ENSMUSG00000024738
ensembl:ENSMUSG00000022772
ensembl:ENSMUSG00000019987
ensembl:ENSMUSG00000073012
ensembl:ENSMUSG00000059588
ensembl:ENSMUSG00000028222
ensembl:ENSMUSG00000044768
ensembl:ENSMUSG00000025878
ensembl:ENSMUSG00000038264
ensembl:ENSMUSG00000028354
ensembl:ENSMUSG00000078958
ensembl:ENSMUSG00000044496
ensembl:ENSMUSG00000004151
ensembl:ENSMUSG00000022306
ensembl:ENSMUSG00000069565
ensembl:ENSMUSG00000021388
ensembl:ENSMUSG00000070995
ensembl:ENSMUSG00000063179
ensembl:ENSMUSG00000035067
ensembl:ENSMUSG00000059974
ensembl:ENSMUSG00000018581
ensembl:ENSMUSG00000020166
ensembl:ENSMUSG00000038555
ensembl:ENSMUSG00000048327
ensembl:ENSMUSG00000041313
ensembl:ENSMUSG00000041355
ensembl:ENSMUSG00000024896
ensembl:ENSMUSG00000079450
ensembl:ENSMUSG00000053101
ensembl:ENSMUSG00000042499
ensembl:ENSMUSG00000073774
ensembl:ENSMUSG00000004788
ensembl:ENSMUSG00000086363
ensembl:ENSMUSG00000032623
ensembl:ENSMUSG00000052363
ensembl:ENSMUSG00000037887
ensembl:ENSMUSG00000052525
ensembl:ENSMUSG00000038298
ensembl:ENSMUSG00000106902
ensembl:ENSMUSG00000042010
ensembl:ENSMUSG00000027714
ensembl:ENSMUSG00000054226
ensembl:ENSMUSG00000021577
ensembl:ENSMUSG00000020532
ensembl:ENSMUSG00000037661
ensembl:ENSMUSG00000014402
ensembl:ENSMUSG00000026994
ensembl:ENSMUSG00000030091
ensembl:ENSMUSG00000075045
ensembl:ENSMUSG00000033644
ensembl:ENSMUSG00000113314
ensembl:ENSMUSG00000037628
ensembl:ENSMUSG00000046168
ensembl:ENSMUSG00000091476
ensembl:ENSMUSG00000097023
ensembl:ENSMUSG00000053783
ensembl:ENSMUSG00000038057
ensembl:ENSMUSG00000034226
ensembl:ENSMUSG00000030976
ensembl:ENSMUSG00000007892
ensembl:ENSMUSG00000024269
ensembl:ENSMUSG00000101261
ensembl:ENSMUSG00000038417
ensembl:ENSMUSG00000085338
ensembl:ENSMUSG00000074948
ensembl:ENSMUSG00000090160
ensembl:ENSMUSG00000041737
ensembl:ENSMUSG00000034520
ensembl:ENSMUSG00000040187
ensembl:ENSMUSG00000040007
ensembl:ENSMUSG00000063297
ensembl:ENSMUSG00000036768
ensembl:ENSMUSG00000055761
ensembl:ENSMUSG00000037735
ensembl:ENSMUSG00000032204
ensembl:ENSMUSG00000115320
ensembl:ENSMUSG00000029784
ensembl:ENSMUSG00000045928
ensembl:ENSMUSG00000000094
ensembl:ENSMUSG00000115529
ensembl:ENSMUSG00000011257
ensembl:ENSMUSG00000034484
ensembl:ENSMUSG00000005917
ensembl:ENSMUSG00000032010
ensembl:ENSMUSG00000025986
ensembl:ENSMUSG00000018040
ensembl:ENSMUSG00000090958
ensembl:ENSMUSG00000045333
ensembl:ENSMUSG00000052469
ensembl:ENSMUSG00000042557
ensembl:ENSMUSG00000030450
ensembl:ENSMUSG00000040339
ensembl:ENSMUSG00000022013
ensembl:ENSMUSG00000034412
ensembl:ENSMUSG00000002326
ensembl:ENSMUSG00000042873
ensembl:ENSMUSG00000016386
ensembl:ENSMUSG00000038736
ensembl:ENSMUSG00000065549
ensembl:ENSMUSG00000106306
ensembl:ENSMUSG00000037098
ensembl:ENSMUSG00000080756
ensembl:ENSMUSG00000048706
ensembl:ENSMUSG00000037816
ensembl:ENSMUSG00000051811
ensembl:ENSMUSG00000029471
ensembl:ENSMUSG00000062778
ensembl:ENSMUSG00000098528
ensembl:ENSMUSG00000007739
ensembl:ENSMUSG00000040957
ensembl:ENSMUSG00000027022
ensembl:ENSMUSG00000027637
ensembl:ENSMUSG00000095293
ensembl:ENSMUSG00000031523
ensembl:ENSMUSG00000047938
ensembl:ENSMUSG00000053862
ensembl:ENSMUSG00000040859
ensembl:ENSMUSG00000024862
ensembl:ENSMUSG00000035226
ensembl:ENSMUSG00000026553
ensembl:ENSMUSG00000025159
ensembl:ENSMUSG00000026361
ensembl:ENSMUSG00000028492
ensembl:ENSMUSG00000013353
ensembl:ENSMUSG00000002871
ensembl:ENSMUSG00000029634
ensembl:ENSMUSG00000020728
ensembl:ENSMUSG00000075033
ensembl:ENSMUSG00000094559
ensembl:ENSMUSG00000010936
ensembl:ENSMUSG00000026814
ensembl:ENSMUSG00000041771
ensembl:ENSMUSG00000073601
ensembl:ENSMUSG00000026196
ensembl:ENSMUSG00000003970
ensembl:ENSMUSG00000022357
ensembl:ENSMUSG00000097040
ensembl:ENSMUSG00000002617
ensembl:ENSMUSG00000043925
ensembl:ENSMUSG00000051515
ensembl:ENSMUSG00000020902
ensembl:ENSMUSG00000038982
ensembl:ENSMUSG00000097370
ensembl:ENSMUSG00000025221
ensembl:ENSMUSG00000093042
ensembl:ENSMUSG00000018919
ensembl:ENSMUSG00000005699
ensembl:ENSMUSG00000022883
ensembl:ENSMUSG00000086278
ensembl:ENSMUSG00000064115
ensembl:ENSMUSG00000027122
ensembl:ENSMUSG00000056211
ensembl:ENSMUSG00000021831
ensembl:ENSMUSG00000033386
ensembl:ENSMUSG00000095557
ensembl:ENSMUSG00000021928
ensembl:ENSMUSG00000037161
ensembl:ENSMUSG00000059921
ensembl:ENSMUSG00000027201
ensembl:ENSMUSG00000021131
ensembl:ENSMUSG00000022034
ensembl:ENSMUSG00000024927
ensembl:ENSMUSG00000047731
ensembl:ENSMUSG00000115294
ensembl:ENSMUSG00000030286
ensembl:ENSMUSG00000085129
ensembl:ENSMUSG00000013584
ensembl:ENSMUSG00000037278
ensembl:ENSMUSG00000023921
ensembl:ENSMUSG00000037104
ensembl:ENSMUSG00000038822
ensembl:ENSMUSG00000038453
ensembl:ENSMUSG00000040731
ensembl:ENSMUSG00000022314
ensembl:ENSMUSG00000020978
ensembl:ENSMUSG00000035864
ensembl:ENSMUSG00000095649
ensembl:ENSMUSG00000029467
ensembl:ENSMUSG00000045217
ensembl:ENSMUSG00000105490
ensembl:ENSMUSG00000060311
ensembl:ENSMUSG00000036815
ensembl:ENSMUSG00000027719
ensembl:ENSMUSG00000040599
ensembl:ENSMUSG00000027293
ensembl:ENSMUSG00000041534
ensembl:ENSMUSG00000085820
ensembl:ENSMUSG00000019179
ensembl:ENSMUSG00000054746
ensembl:ENSMUSG00000050587
ensembl:ENSMUSG00000036882
ensembl:ENSMUSG00000024878
ensembl:ENSMUSG00000046691
ensembl:ENSMUSG00000032044
ensembl:ENSMUSG00000035713
ensembl:ENSMUSG00000084798
ensembl:ENSMUSG00000034227
ensembl:ENSMUSG00000067653
ensembl:ENSMUSG00000045140
ensembl:ENSMUSG00000026511
ensembl:ENSMUSG00000027070
ensembl:ENSMUSG00000034157
ensembl:ENSMUSG00000029417
ensembl:ENSMUSG00000026605
ensembl:ENSMUSG00000021983
ensembl:ENSMUSG00000070816
ensembl:ENSMUSG00000029465
ensembl:ENSMUSG00000047330
ensembl:ENSMUSG00000033508
ensembl:ENSMUSG00000046157
ensembl:ENSMUSG00000105076
ensembl:ENSMUSG00000050350
ensembl:ENSMUSG00000085785
ensembl:ENSMUSG00000078575
ensembl:ENSMUSG00000061887
ensembl:ENSMUSG00000020182
ensembl:ENSMUSG00000063087
ensembl:ENSMUSG00000061111
ensembl:ENSMUSG00000029577
ensembl:ENSMUSG00000049686
ensembl:ENSMUSG00000086587
ensembl:ENSMUSG00000047021
ensembl:ENSMUSG00000057123
ensembl:ENSMUSG00000046567
ensembl:ENSMUSG00000095948
ensembl:ENSMUSG00000060317
ensembl:ENSMUSG00000094624
ensembl:ENSMUSG00000035491
ensembl:ENSMUSG00000062528
ensembl:ENSMUSG00000027562
ensembl:ENSMUSG00000038311
ensembl:ENSMUSG00000023826
ensembl:ENSMUSG00000040813
ensembl:ENSMUSG00000063171
ensembl:ENSMUSG00000029695
ensembl:ENSMUSG00000035637
ensembl:ENSMUSG00000028136
ensembl:ENSMUSG00000025283
ensembl:ENSMUSG00000030888
ensembl:ENSMUSG00000067242
ensembl:ENSMUSG00000020495
ensembl:ENSMUSG00000024127
ensembl:ENSMUSG00000045967
ensembl:ENSMUSG00000034871
ensembl:ENSMUSG00000036611
ensembl:ENSMUSG00000111901
ensembl:ENSMUSG00000074913
ensembl:ENSMUSG00000047959
ensembl:ENSMUSG00000052549
ensembl:ENSMUSG00000022956
ensembl:ENSMUSG00000071265
ensembl:ENSMUSG00000020935
ensembl:ENSMUSG00000021012
ensembl:ENSMUSG00000038371
ensembl:ENSMUSG00000079179
ensembl:ENSMUSG00000094575
ensembl:ENSMUSG00000041974
ensembl:ENSMUSG00000047454
ensembl:ENSMUSG00000021013
ensembl:ENSMUSG00000006519
ensembl:ENSMUSG00000030929
ensembl:ENSMUSG00000025757
ensembl:ENSMUSG00000041035
ensembl:ENSMUSG00000059555
ensembl:ENSMUSG00000044224
ensembl:ENSMUSG00000075265
ensembl:ENSMUSG00000045095
ensembl:ENSMUSG00000066037
ensembl:ENSMUSG00000036155
ensembl:ENSMUSG00000034342
ensembl:ENSMUSG00000024232
ensembl:ENSMUSG00000023064
ensembl:ENSMUSG00000022505
ensembl:ENSMUSG00000029205
ensembl:ENSMUSG00000028786
ensembl:ENSMUSG00000068663
ensembl:ENSMUSG00000030775
ensembl:ENSMUSG00000020492
ensembl:ENSMUSG00000051427
ensembl:ENSMUSG00000033368
ensembl:ENSMUSG00000027963
ensembl:ENSMUSG00000006740
ensembl:ENSMUSG00000064147
ensembl:ENSMUSG00000038593
ensembl:ENSMUSG00000104098
ensembl:ENSMUSG00000086257
ensembl:ENSMUSG00000003458
ensembl:ENSMUSG00000096465
ensembl:ENSMUSG00000021936
ensembl:ENSMUSG00000087440
ensembl:ENSMUSG00000002957
ensembl:ENSMUSG00000037962
ensembl:ENSMUSG00000047141
ensembl:ENSMUSG00000047565
ensembl:ENSMUSG00000029913
ensembl:ENSMUSG00000086892
ensembl:ENSMUSG00000005142
ensembl:ENSMUSG00000069913
ensembl:ENSMUSG00000015937
ensembl:ENSMUSG00000010592
ensembl:ENSMUSG00000020280
ensembl:ENSMUSG00000033276
ensembl:ENSMUSG00000024271
ensembl:ENSMUSG00000026179
ensembl:ENSMUSG00000037257
ensembl:ENSMUSG00000074813
ensembl:ENSMUSG00000027353
ensembl:ENSMUSG00000027430
ensembl:ENSMUSG00000021990
ensembl:ENSMUSG00000075023
ensembl:ENSMUSG00000006717
ensembl:ENSMUSG00000042360
ensembl:ENSMUSG00000024853
ensembl:ENSMUSG00000017664
ensembl:ENSMUSG00000095139
ensembl:ENSMUSG00000029063
ensembl:ENSMUSG00000032841
ensembl:ENSMUSG00000059486
ensembl:ENSMUSG00000027346
ensembl:ENSMUSG00000033717
ensembl:ENSMUSG00000099384
ensembl:ENSMUSG00000002908
ensembl:ENSMUSG00000025384
ensembl:ENSMUSG00000031807
ensembl:ENSMUSG00000002297
ensembl:ENSMUSG00000028427
ensembl:ENSMUSG00000029608
ensembl:ENSMUSG00000006705
ensembl:ENSMUSG00000036781
ensembl:ENSMUSG00000028878
ensembl:ENSMUSG00000027777
ensembl:ENSMUSG00000100205
ensembl:ENSMUSG00000027540
ensembl:ENSMUSG00000002342
ensembl:ENSMUSG00000047014
ensembl:ENSMUSG00000022237
ensembl:ENSMUSG00000028848
ensembl:ENSMUSG00000029462
ensembl:ENSMUSG00000015126
ensembl:ENSMUSG00000029436
ensembl:ENSMUSG00000021245
ensembl:ENSMUSG00000032357
ensembl:ENSMUSG00000026427
ensembl:ENSMUSG00000023914
ensembl:ENSMUSG00000034842
ensembl:ENSMUSG00000069662
ensembl:ENSMUSG00000025962
ensembl:ENSMUSG00000013662
ensembl:ENSMUSG00000031862
ensembl:ENSMUSG00000028062
ensembl:ENSMUSG00000049300
ensembl:ENSMUSG00000028392
ensembl:ENSMUSG00000048720
ensembl:ENSMUSG00000053684
ensembl:ENSMUSG00000035472
ensembl:ENSMUSG00000048307
ensembl:ENSMUSG00000055639
ensembl:ENSMUSG00000027304
ensembl:ENSMUSG00000029236
ensembl:ENSMUSG00000102099
ensembl:ENSMUSG00000025907
ensembl:ENSMUSG00000037541
ensembl:ENSMUSG00000066571
ensembl:ENSMUSG00000037287
ensembl:ENSMUSG00000043687
ensembl:ENSMUSG00000021811
ensembl:ENSMUSG00000027575
ensembl:ENSMUSG00000020149
ensembl:ENSMUSG00000003660
ensembl:ENSMUSG00000022892
ensembl:ENSMUSG00000028696
ensembl:ENSMUSG00000050822
ensembl:ENSMUSG00000048922
ensembl:ENSMUSG00000027194
ensembl:ENSMUSG00000019877
ensembl:ENSMUSG00000026856
ensembl:ENSMUSG00000034908
ensembl:ENSMUSG00000029223
ensembl:ENSMUSG00000104096
ensembl:ENSMUSG00000020964
ensembl:ENSMUSG00000078612
ensembl:ENSMUSG00000046679
ensembl:ENSMUSG00000114916
ensembl:ENSMUSG00000035914
ensembl:ENSMUSG00000031697
ensembl:ENSMUSG00000015942
ensembl:ENSMUSG00000063652
ensembl:ENSMUSG00000055612
ensembl:ENSMUSG00000002767
ensembl:ENSMUSG00000102674
ensembl:ENSMUSG00000034488
ensembl:ENSMUSG00000111374
ensembl:ENSMUSG00000026401
ensembl:ENSMUSG00000026087
ensembl:ENSMUSG00000096717
ensembl:ENSMUSG00000026674
ensembl:ENSMUSG00000031758
ensembl:ENSMUSG00000027706
ensembl:ENSMUSG00000031578
ensembl:ENSMUSG00000026603
ensembl:ENSMUSG00000037143
ensembl:ENSMUSG00000068962
ensembl:ENSMUSG00000094132
ensembl:ENSMUSG00000026942
ensembl:ENSMUSG00000051232
ensembl:ENSMUSG00000003955
ensembl:ENSMUSG00000022404
ensembl:ENSMUSG00000020523
ensembl:ENSMUSG00000013663
ensembl:ENSMUSG00000024228
ensembl:ENSMUSG00000102785
ensembl:ENSMUSG00000038388
ensembl:ENSMUSG00000035351
ensembl:ENSMUSG00000022773
ensembl:ENSMUSG00000027793
ensembl:ENSMUSG00000033382
ensembl:ENSMUSG00000018411
ensembl:ENSMUSG00000063672
ensembl:ENSMUSG00000051185
ensembl:ENSMUSG00000039834
ensembl:ENSMUSG00000041153
ensembl:ENSMUSG00000033730
ensembl:ENSMUSG00000021796
ensembl:ENSMUSG00000036403
ensembl:ENSMUSG00000052912
ensembl:ENSMUSG00000022952
ensembl:ENSMUSG00000052698
ensembl:ENSMUSG00000023932
ensembl:ENSMUSG00000047409
ensembl:ENSMUSG00000093587
ensembl:ENSMUSG00000026116
ensembl:ENSMUSG00000024565
ensembl:ENSMUSG00000068748
ensembl:ENSMUSG00000030545
ensembl:ENSMUSG00000022584
ensembl:ENSMUSG00000104015
ensembl:ENSMUSG00000003382
ensembl:ENSMUSG00000028033
ensembl:ENSMUSG00000044646
ensembl:ENSMUSG00000085580
ensembl:ENSMUSG00000055415
ensembl:ENSMUSG00000079022
ensembl:ENSMUSG00000037138
ensembl:ENSMUSG00000065565
ensembl:ENSMUSG00000024795
ensembl:ENSMUSG00000031402
ensembl:ENSMUSG00000026295
ensembl:ENSMUSG00000073067
ensembl:ENSMUSG00000060121
ensembl:ENSMUSG00000073730
ensembl:ENSMUSG00000032314
ensembl:ENSMUSG00000033933
ensembl:ENSMUSG00000025128
ensembl:ENSMUSG00000028703
ensembl:ENSMUSG00000087609
ensembl:ENSMUSG00000086484
ensembl:ENSMUSG00000021795
ensembl:ENSMUSG00000027655
ensembl:ENSMUSG00000056436
ensembl:ENSMUSG00000029238
ensembl:ENSMUSG00000091381
ensembl:ENSMUSG00000030557
ensembl:ENSMUSG00000027863
ensembl:ENSMUSG00000028668
ensembl:ENSMUSG00000041390
ensembl:ENSMUSG00000044676
ensembl:ENSMUSG00000061392
ensembl:ENSMUSG00000107334
ensembl:ENSMUSG00000037572
ensembl:ENSMUSG00000056158
ensembl:ENSMUSG00000045994
ensembl:ENSMUSG00000028538
ensembl:ENSMUSG00000087138
ensembl:ENSMUSG00000024976
ensembl:ENSMUSG00000033628
ensembl:ENSMUSG00000042138
ensembl:ENSMUSG00000091897
ensembl:ENSMUSG00000037625
ensembl:ENSMUSG00000047490
ensembl:ENSMUSG00000078025
ensembl:ENSMUSG00000030284
ensembl:ENSMUSG00000092167
ensembl:ENSMUSG00000070695
ensembl:ENSMUSG00000026857
ensembl:ENSMUSG00000039523
ensembl:ENSMUSG00000003228
ensembl:ENSMUSG00000036376
ensembl:ENSMUSG00000029735
ensembl:ENSMUSG00000038564
ensembl:ENSMUSG00000001855
ensembl:ENSMUSG00000032595
ensembl:ENSMUSG00000073639
ensembl:ENSMUSG00000037697
ensembl:ENSMUSG00000002963
ensembl:ENSMUSG00000006418
ensembl:ENSMUSG00000090641
ensembl:ENSMUSG00000057614
ensembl:ENSMUSG00000091002
ensembl:ENSMUSG00000037034
ensembl:ENSMUSG00000044730
ensembl:ENSMUSG00000029231
ensembl:ENSMUSG00000025135
ensembl:ENSMUSG00000081534
ensembl:ENSMUSG00000077709
ensembl:ENSMUSG00000032469
ensembl:ENSMUSG00000031981
ensembl:ENSMUSG00000029627
ensembl:ENSMUSG00000097711
ensembl:ENSMUSG00000022048
ensembl:ENSMUSG00000024546
ensembl:ENSMUSG00000022965
ensembl:ENSMUSG00000000078
ensembl:ENSMUSG00000051003
ensembl:ENSMUSG00000078651
ensembl:ENSMUSG00000044345
ensembl:ENSMUSG00000070436
ensembl:ENSMUSG00000021552
ensembl:ENSMUSG00000022507
ensembl:ENSMUSG00000053461
ensembl:ENSMUSG00000021361
ensembl:ENSMUSG00000118362
ensembl:ENSMUSG00000030970
ensembl:ENSMUSG00000001986
ensembl:ENSMUSG00000006471
ensembl:ENSMUSG00000045103
ensembl:ENSMUSG00000022292
ensembl:ENSMUSG00000028967
ensembl:ENSMUSG00000024193
ensembl:ENSMUSG00000026154
ensembl:ENSMUSG00000027281
ensembl:ENSMUSG00000075705
ensembl:ENSMUSG00000001773
ensembl:ENSMUSG00000048978
ensembl:ENSMUSG00000028037
ensembl:ENSMUSG00000059187
ensembl:ENSMUSG00000045594
ensembl:ENSMUSG00000037197
ensembl:ENSMUSG00000037773
ensembl:ENSMUSG00000038533
ensembl:ENSMUSG00000058886
ensembl:ENSMUSG00000035274
ensembl:ENSMUSG00000033022
ensembl:ENSMUSG00000063488
ensembl:ENSMUSG00000047108
ensembl:ENSMUSG00000052539
ensembl:ENSMUSG00000068290
ensembl:ENSMUSG00000092673
ensembl:ENSMUSG00000029328
ensembl:ENSMUSG00000028634
ensembl:ENSMUSG00000028398
ensembl:ENSMUSG00000027499
ensembl:ENSMUSG00000027356
ensembl:ENSMUSG00000050700
ensembl:ENSMUSG00000075555
ensembl:ENSMUSG00000057497
ensembl:ENSMUSG00000041000
ensembl:ENSMUSG00000034731
ensembl:ENSMUSG00000000948
ensembl:ENSMUSG00000039385
ensembl:ENSMUSG00000027384
